Command	INDEX_TABLE				
Title	破产指数表				
Column/Name	破产指数@2016/12/31	Y2016			
Scope0	and corpId in ('600309','600315','002450','600585','000869','600129','601088','600600','600660','603630','000651','000333','600664','600276','300498','000848')				
Scope1	and corpId in ('600664','600276','601607','000538','600129','300498')				
Data					
CORP	NAME	Y2016			
601929	吉视传媒	21.34			
601933	永辉超市	45.76			
601939	建设银行	0.71			
601952	苏垦农发	58.92			
601958	金钼股份	54.15			
601965	中国汽研	84.22			
601966	玲珑轮胎	16.74			
601968	宝钢包装	10.49			
601969	海南矿业	56.73			
601985	中国核电	3.88			
601988	中国银行	0.57			
601989	中国重工	7.41			
601991	大唐发电	1.57			
601992	金隅股份	4.45			
601996	丰林集团	37.63			
601997	贵阳银行	0.79			
601998	中信银行	0.46			
601999	出版传媒	31.61			
603000	人民网	181.27			
603001	奥康国际	40.80			
603002	宏昌电子	47.88			
603003	龙宇燃油	41.33			
603005	晶方科技	173.40			
603006	联明股份	116.68			
603007	花王股份	30.20			
603008	喜临门	22.99			
603009	北特科技	82.55			
603010	万盛股份	198.99			
603011	合锻智能	99.59			
603012	创力集团	39.73			
603015	弘讯科技	106.95			
603016	新宏泰	309.76			
603017	中衡设计	35.49			
603018	中设集团	19.98			
603019	中科曙光	42.18			
603020	爱普股份	146.17			
603021	山东华鹏	7.07			
603022	新通联	168.09			
603023	威帝股份	482.61			
603025	大豪科技	656.63			
603026	石大胜华	64.03			
603027	千禾味业	143.44			
603028	赛福天	114.47			
603029	天鹅股份	96.13			
603030	全筑股份	16.39			
603031	安德利	19.51			
603032	德新交运	561.55			
603033	三维股份	113.35			
603035	常熟汽饰	37.88			
603036	如通股份	490.85			
603037	凯众股份	281.46			
603038	华立股份	71.55			
603039	泛微网络	56.06			
603040	新坐标	684.81			
603041	美思德	193.71			
603042	华脉科技				
603050	科林电气	49.73			
603058	永吉股份	919.71			
603060	国检集团	130.65			
603066	音飞储存	49.67			
603067	振华股份	293.76			
603069	海汽集团	37.57			
603077	和邦生物	64.55			
603078	江化微	133.28			
603081	大丰实业	46.83			
603085	天成自控	104.96			
603086	先达股份	84.26			
603088	宁波精达	110.11			
603089	正裕工业	57.62			
603090	宏盛股份	305.10			
603096	新经典	239.31			
603098	森特股份	84.02			
603099	长白山	134.77			
603100	川仪股份	13.75			
603101	汇嘉时代	29.93			
603108	润达医疗	19.19			
603111	康尼机电	45.80			
603113	金能科技	72.34			
603116	红蜻蜓	46.36			
603117	万林股份	21.19			
603118	共进股份	14.95			
603123	翠微股份	14.83			
603126	中材节能	44.51			
603128	华贸物流	39.71			
603131	上海沪工	98.31			
603133	碳元科技	166.81			
603138	海量数据	109.92			
603139	康惠制药	118.43			
603158	腾龙股份	103.69			
603159	上海亚虹	205.43			
603160	汇顶科技	590.58			
603165	荣晟环保	96.80			
603166	福达股份	31.39			
603167	渤海轮渡	45.51			
603168	莎普爱思	119.57			
603169	兰石重装	21.47			
603177	德创环保	29.63			
603178	圣龙股份	17.67			
603179	新泉股份	25.49			
603180	金牌厨柜	40.27			
603186	华正新材	44.06			
603188	亚邦股份	97.41			
603189	网达软件	600.83			
603196	日播时尚	99.69			
603197	保隆科技	30.24			
603198	迎驾贡酒	62.89			
603199	九华旅游	215.81			
603200	上海洗霸	239.24			
603203	快克股份	379.97			
603208	江山欧派	53.64			
603218	日月股份	100.01			
603222	济民制药	283.37			
603223	恒通股份	94.30			
603225	新凤鸣	23.08			
603226	菲林格尔				
603227	雪峰科技	20.97			
603228	景旺电子	87.31			
603229	奥翔药业	86.56			
603232	格尔软件	318.45			
603238	诺邦股份	160.13			
603239	浙江仙通	74.77			
603258	电魂网络	229.42			
603266	天龙股份	64.30			
603268	松发股份	72.68			
603269	海鸥股份	26.27			
603288	海天味业	225.67			
603298	杭叉集团	84.63			
603299	井神股份	15.00			
603300	华铁科技	30.33			
603303	得邦照明	38.64			
603306	华懋科技	167.82			
603308	应流股份	11.34			
603309	维力医疗	224.64			
603311	金海环境	173.74			
603313	梦百合	149.42			
603315	福鞍股份	56.77			
603318	派思股份	44.44			
603319	湘油泵	64.44			
603320	迪贝电气	104.83			
603322	超讯通信	48.02			
603323	吴江银行	1.76			
603326	我乐家居				
603328	依顿电子	106.82			
603330	上海天洋	148.99			
603333	明星电缆	91.16			
603336	宏辉果蔬	625.47			
603337	杰克股份	41.64			
603338	浙江鼎力	236.47			
603339	四方冷链	165.05			
603345	安井食品	19.84			
603355	莱克电气	73.74			
603358	华达科技	34.51			
603360	百傲化学	120.50			
603366	日出东方	33.12			
603368	柳州医药	20.89			
603369	今世缘	74.27			
603377	东方时尚	142.25			
603383	顶点软件	130.43			
603385	惠达卫浴	36.68			
603388	元成股份	39.97			
603389	亚振家居	148.26			
603393	新天然气	145.30			
603398	邦宝益智	772.91			
603399	新华龙	36.54			
603416	信捷电气	330.86			
603421	鼎信通讯	225.57			
603429	集友股份	230.51			
603444	吉比特	243.66			
603456	九洲药业	109.71			
603488	展鹏科技	223.64			
603496	恒为科技				
603501	韦尔股份	63.32			
603505	金石资源	42.09			
603508	思维列控	301.57			
603515	欧普照明	74.09			
603517	绝味食品	184.62			
603518	维格娜丝	176.26			
603519	立霸股份	118.27			
603520	司太立	24.24			
603528	多伦科技	44.65			
603536	惠发股份				
603538	美诺华	85.63			
603555	贵人鸟	22.10			
603556	海兴电力	113.03			
603558	健盛集团	70.71			
603559	中通国脉	133.81			
603566	普莱柯	208.53			
603567	珍宝岛	47.92			
603568	伟明环保	69.90			
603569	长久物流	55.02			
603577	汇金通	43.54			
603578	三星新材	238.19			
603579	荣泰健康	77.90			
603580	艾艾精工	481.70			
603585	苏利股份	97.54			
603586	金麒麟	46.65			
603588	高能环境	15.05			
603589	口子窖	106.08			
603598	引力传媒	105.57			
603599	广信股份	41.72			
603600	永艺股份	35.69			
603601	再升科技	180.18			
603603	博天环境	29.29			
603606	东方电缆	21.54			
603608	天创时尚	101.42			
603609	禾丰牧业	31.31			
603611	诺力股份	28.11			
603615	茶花股份	259.80			
603616	韩建河山	54.70			
603618	杭电股份	28.52			
603626	科森科技	69.09			
603628	清源股份	53.52			
603630	拉芳家化	133.28			
603633	?木股份	67.54			
603636	南威软件	24.06			
603637	镇海股份	102.03			
603638	艾迪精密	195.44			
603639	海利尔	62.70			
603656	泰禾光电	121.20			
603658	安图生物	660.72			
603660	苏州科达	167.36			
603663	三祥新材	440.86			
603665	康隆达	54.37			
603667	五洲新春	75.86			
603668	天马科技	31.21			
603669	灵康药业	234.95			
603677	奇精机械	27.62			
603678	火炬电子	58.61			
603686	龙马环卫	48.96			
603688	石英股份	252.55			
603689	皖天然气	20.53			
603690	至纯科技	58.06			
603696	安记食品	731.17			
603698	航天工程	56.09			
603699	纽威股份	54.39			
603701	德宏股份	82.63			
603703	盛洋科技	84.34			
603708	家家悦	12.83			
603716	塞力斯	141.76			
603717	天域生态	38.86			
603718	海利生物	133.95			
603726	朗迪集团	64.62			
603727	博迈科	53.53			
603728	鸣志电器	80.51			
603729	龙韵股份	523.16			
603737	三棵树	60.94			
603738	泰晶科技	143.18			
603758	秦安股份	68.03			
603766	隆鑫通用	14.42			
603767	中马传动				
603768	常青股份	33.79			
603777	来伊份	71.55			
603778	乾景园林	36.18			
603779	威龙股份	43.06			
603787	新日股份	22.21			
603788	宁波高发	118.41			
603789	星光农机	60.03			
603797	联泰环保	13.82			
603798	康普顿	272.96			
603799	华友钴业	34.24			
603800	道森股份	100.97			
603803	瑞斯康达	50.96			
603806	福斯特	141.45			
603808	歌力思	64.06			
603811	诚意药业	190.57			
603816	顾家家居	87.62			
603817	海峡环保	48.85			
603818	曲美家居	133.64			
603819	神力股份	438.31			
603822	嘉澳环保	66.89			
603823	百合花	49.56			
603826	坤彩科技	95.30			
603828	柯利达	14.81			
603833	欧派家居	109.34			
603838	四通股份	227.44			
603839	安正时尚	79.18			
603843	正平股份	18.65			
603855	华荣股份	29.51			
603858	步长制药	59.07			
603859	能科股份	181.88			
603861	白云电器	80.80			
603866	桃李面包	363.48			
603868	飞科电器	218.77			
603869	北部湾旅	42.37			
603877	太平鸟	30.27			
603878	武进不锈	84.68			
603879	永悦科技				
603881	数据港	70.95			
603883	老百姓	30.72			
603885	吉祥航空	13.97			
603886	元祖股份	46.86			
603887	城地股份	71.30			
603888	新华网	134.09			
603889	新澳股份	77.52			
603896	寿仙谷	159.59			
603898	好莱客	162.75			
603899	晨光文具	118.47			
603900	通灵珠宝	118.07			
603901	永创智能	41.38			
603903	中持股份	72.81			
603906	龙蟠科技	65.00			
603908	牧高笛	99.20			
603909	合诚股份	400.18			
603918	金桥信息	106.85			
603919	金徽酒	60.97			
603920	世运电路	93.23			
603926	铁流股份	85.21			
603928	兴业股份	165.43			
603929	亚翔集成	63.91			
603936	博敏电子	30.66			
603939	益丰药房	65.26			
603955	大千生态	27.21			
603958	哈森股份	198.52			
603959	百利科技	31.95			
603960	克来机电	112.08			
603966	法兰泰克	75.76			
603968	醋化股份	64.09			
603969	银龙股份	386.14			
603977	国泰集团	134.56			
603979	金诚信	46.41			
603980	吉华集团				
603985	恒润股份	42.06			
603986	兆易创新	141.79			
603987	康德莱	73.75			
603988	中电电机	185.24			
603989	艾华集团	169.53			
603990	麦迪科技	71.13			
603991	至正股份	74.93			
603993	洛阳钼业	2.38			
603996	中新科技	23.20			
603997	继峰股份	109.93			
603998	方盛制药	141.04			
603999	读者传媒	170.86			
